"Тур по Европе, главное — история, но и парк не помешает.",история;парк
"Тур по Европе, главное — активность, но и спорт не помешает.",активность;спорт
Планирую отпуск с уклоном в культура и обязательно с .,культура
"Маршрут, включающий архитектура, винный туризм, пляж — реально?",архитектура;винный туризм;пляж
"Мне нужно всё сразу: и дегустации, и культура, и шопинг.",дегустации;культура;шопинг
"Интересует маршрут с активность и архитектура, но без спешки.",активность;архитектура
Ищу место для фото с искусство и прогулками в парк.,искусство;парк;природа
"Хочу в путешествии увидеть активность, попробовать религия, а может и .",активность;религия
"Хочу поездку, чтобы отдохнуть и посмотреть на природа, может быть, ещё фотография.",природа;фотография
"Тур по Европе, главное — животные, но и  не помешает.",животные
"Куда поехать летом, чтобы были музей, спорт и даже немного ?",музей;спорт
"Посоветуйте место, где есть пляж, а вечером — шопинг.",пляж;шопинг
"Меня интересуют еда, животные и что-то связанное с .",еда;животные
Что порекомендуете для любителя активность и искусство?,активность;искусство;история
"Хочу отдых, где можно совместить парк, природа и хорошее настроение.",парк;природа
"Куда поехать летом, чтобы были музей, природа и даже немного ?",музей;природа
Где можно насладиться активность и заодно заняться еда?,активность;еда;парк
Планирую отпуск с уклоном в активность и обязательно с архитектура.,активность;архитектура
"Посоветуйте место, где есть активность, а вечером — история.",активность;история
"Хочу поездку, чтобы отдохнуть и посмотреть на архитектура, может быть, ещё культура.",архитектура;культура
"Хочу в путешествии увидеть природа, попробовать шопинг, а может и .",природа;шопинг
"Маршрут, включающий история, культура,  — реально?",история;культура
"Подскажите город с активность, парк, и чтобы вкусно поесть.",активность;парк
"Хочу в путешествии увидеть ночная жизнь, попробовать природа, а может и .",ночная жизнь;природа
"Маршрут, включающий парк, природа,  — реально?",парк;природа
"Мне нужно всё сразу: и активность, и , и .",активность
"Планирую тур с спорт, вкусной фотография и атмосферой .",спорт;фотография
"Мне нужно всё сразу: и животные, и музей, и релакс.",животные;музей;релакс
"Куда поехать летом, чтобы были спорт,  и даже немного ?",спорт
"Мне нужно всё сразу: и животные, и , и .",животные
"Хочу в путешествии увидеть архитектура, попробовать дегустации, а может и музыка.",архитектура;дегустации;музыка
"Ищу необычный маршрут: хочется и еда, и немного музыка.",еда;музыка
Где в Европе можно насладиться парк и посетить походы?,парк;походы
"Подскажите город с спорт, , и чтобы вкусно поесть.",спорт
"Хочу поездку, чтобы отдохнуть и посмотреть на активность, может быть, ещё животные.",активность;животные
Что порекомендуете для любителя музей и ночная жизнь?,музей;ночная жизнь
Где можно насладиться архитектура и заодно заняться релакс?,архитектура;релакс
"Тур по Европе, главное — культура, но и походы не помешает.",культура;походы
Что порекомендуете для любителя искусство и релакс?,искусство;релакс
"Мне нужно всё сразу: и шопинг, и , и .",шопинг
"Ищу необычный маршрут: хочется и фотография, и немного .",фотография
"Посоветуйте место, где есть активность, а вечером — релакс.",активность;релакс
Что порекомендуете для любителя парк и ?,парк
Ищу место для фото с культура и прогулками в релакс.,культура;релакс
"Посоветуйте место, где есть архитектура, а вечером — релакс.",архитектура;релакс;шопинг
Планирую отпуск с уклоном в винный туризм и обязательно с .,винный туризм
"Планирую тур с активность, вкусной парк и атмосферой .",активность;парк
Где в Европе можно насладиться музыка и посетить ?,музыка
"Подскажите город с винный туризм, походы, и чтобы вкусно поесть.",винный туризм;походы
"Хочу отдых, где можно совместить активность, история и хорошее настроение.",активность;история
"Ищу необычный маршрут: хочется и архитектура, и немного природа.",архитектура;природа
Планирую отпуск с уклоном в история и обязательно с .,история
Планирую отпуск с уклоном в музей и обязательно с походы.,музей;походы
"Хочу поездку, чтобы отдохнуть и посмотреть на активность, может быть, ещё винный туризм.",активность;винный туризм;релакс
Где в Европе можно насладиться музей и посетить шопинг?,музей;шопинг
"Подскажите город с шопинг, , и чтобы вкусно поесть.",шопинг
"Интересуют музей, , ну и конечно .",музей
Ищу место для фото с дегустации и прогулками в .,дегустации
"Интересуют спорт, шопинг, ну и конечно .",спорт;шопинг
"Куда поехать летом, чтобы были активность, музей и даже немного парк?",активность;музей;парк
Планирую отпуск с уклоном в винный туризм и обязательно с шопинг.,винный туризм;шопинг
"Мне нужно всё сразу: и ночная жизнь, и , и .",ночная жизнь
"Хочу отдых, где можно совместить искусство, природа и хорошее настроение.",искусство;природа
"Маршрут, включающий искусство, культура,  — реально?",искусство;культура
"Хочу отдых, где можно совместить активность, культура и хорошее настроение.",активность;культура;спорт
"Ищу необычный маршрут: хочется и активность, и немного архитектура.",активность;архитектура;еда
Ищу место для фото с история и прогулками в ночная жизнь.,история;ночная жизнь
"Подскажите город с животные, парк, и чтобы вкусно поесть.",животные;парк;релакс
"Хочу поездку, чтобы отдохнуть и посмотреть на винный туризм, может быть, ещё музей.",винный туризм;музей;спорт
"Посоветуйте место, где есть музыка, а вечером — парк.",музыка;парк
Где можно насладиться ночная жизнь и заодно заняться природа?,ночная жизнь;природа
"Планирую тур с походы, вкусной природа и атмосферой .",походы;природа
"Подскажите город с винный туризм, природа, и чтобы вкусно поесть.",винный туризм;природа
"Интересуют дегустации, пляж, ну и конечно фотография.",дегустации;пляж;фотография
Где можно насладиться спорт и заодно заняться фотография?,спорт;фотография
"Меня интересуют архитектура, фотография и что-то связанное с .",архитектура;фотография
"Просто хочу поездку с еда, а остальное — как получится.",еда
"Просто хочу поездку с животные, а остальное — как получится.",животные;искусство;музей
"Мне нужно всё сразу: и ночная жизнь, и парк, и .",ночная жизнь;парк
"Интересуют ночная жизнь, , ну и конечно .",ночная жизнь
"Интересуют животные, , ну и конечно .",животные
"Хочу поездку, чтобы отдохнуть и посмотреть на шопинг, может быть, ещё .",шопинг
"Подскажите город с архитектура, религия, и чтобы вкусно поесть.",архитектура;религия
"Хочу отдых, где можно совместить дегустации, парк и хорошее настроение.",дегустации;парк;шопинг
"Планирую тур с активность, вкусной архитектура и атмосферой .",активность;архитектура
"Куда поехать летом, чтобы были пляж, спорт и даже немного шопинг?",пляж;спорт;шопинг
"Просто хочу поездку с релакс, а остальное — как получится.",релакс;шопинг
"Просто хочу поездку с винный туризм, а остальное — как получится.",винный туризм
Ищу место для фото с винный туризм и прогулками в релакс.,винный туризм;релакс
"Тур по Европе, главное — культура, но и музей не помешает.",культура;музей;пляж
"Интересуют история, , ну и конечно .",история
"Просто хочу поездку с животные, а остальное — как получится.",животные;религия
Где в Европе можно насладиться еда и посетить пляж?,еда;пляж
Ищу место для фото с дегустации и прогулками в культура.,дегустации;культура
Что порекомендуете для любителя парк и походы?,парк;походы
"Маршрут, включающий искусство, история,  — реально?",искусство;история
"Интересуют винный туризм, природа, ну и конечно спорт.",винный туризм;природа;спорт
Ищу место для фото с животные и прогулками в культура.,животные;культура;музей
"Хочу поездку, чтобы отдохнуть и посмотреть на еда, может быть, ещё .",еда
"Хочу поездку, чтобы отдохнуть и посмотреть на дегустации, может быть, ещё походы.",дегустации;походы;релакс
Где можно насладиться архитектура и заодно заняться культура?,архитектура;культура
Ищу место для фото с винный туризм и прогулками в музей.,винный туризм;музей;музыка
"Тур по Европе, главное — еда, но и  не помешает.",еда
"Интересуют архитектура, винный туризм, ну и конечно спорт.",архитектура;винный туризм;спорт
Где можно насладиться архитектура и заодно заняться походы?,архитектура;походы
"Интересует маршрут с еда и походы, но без спешки.",еда;походы;спорт
"Куда поехать летом, чтобы были походы, природа и даже немного ?",походы;природа
Планирую отпуск с уклоном в дегустации и обязательно с парк.,дегустации;парк;религия
"Мне нужно всё сразу: и музей, и , и .",музей
"Хочу в путешествии увидеть история, попробовать спорт, а может и .",история;спорт
"Куда поехать летом, чтобы были дегустации,  и даже немного ?",дегустации
"Подскажите город с животные, парк, и чтобы вкусно поесть.",животные;парк
"Мне нужно всё сразу: и релакс, и , и .",релакс
"Интересуют архитектура, история, ну и конечно .",архитектура;история
"Хочу в путешествии увидеть винный туризм, попробовать , а может и .",винный туризм
"Интересует маршрут с активность и релакс, но без спешки.",активность;релакс
Планирую отпуск с уклоном в животные и обязательно с религия.,животные;религия;шопинг
"Маршрут, включающий винный туризм, дегустации, походы — реально?",винный туризм;дегустации;походы
Где можно насладиться музей и заодно заняться ?,музей
Что порекомендуете для любителя дегустации и музей?,дегустации;музей
Что порекомендуете для любителя дегустации и история?,дегустации;история;пляж
"Планирую тур с винный туризм, вкусной  и атмосферой .",винный туризм
"Меня интересуют животные, спорт и что-то связанное с .",животные;спорт
"Мне нужно всё сразу: и еда, и фотография, и .",еда;фотография
"Интересует маршрут с ночная жизнь и пляж, но без спешки.",ночная жизнь;пляж;походы
Что порекомендуете для любителя активность и архитектура?,активность;архитектура;фотография
"Интересуют архитектура, ночная жизнь, ну и конечно .",архитектура;ночная жизнь
"Маршрут, включающий парк, пляж,  — реально?",парк;пляж
"Мне нужно всё сразу: и культура, и фотография, и .",культура;фотография
"Посоветуйте место, где есть дегустации, а вечером — религия.",дегустации;религия;шопинг
Что порекомендуете для любителя история и религия?,история;религия
"Маршрут, включающий пляж, ,  — реально?",пляж
"Ищу необычный маршрут: хочется и дегустации, и немного животные.",дегустации;животные
"Планирую тур с искусство, вкусной  и атмосферой .",искусство
"Куда поехать летом, чтобы были винный туризм, дегустации и даже немного спорт?",винный туризм;дегустации;спорт
Что порекомендуете для любителя еда и ночная жизнь?,еда;ночная жизнь;релакс
"Меня интересуют история, культура и что-то связанное с .",история;культура
"Планирую тур с архитектура, вкусной шопинг и атмосферой .",архитектура;шопинг
"Мне нужно всё сразу: и религия, и спорт, и .",религия;спорт
"Хочу поездку, чтобы отдохнуть и посмотреть на винный туризм, может быть, ещё религия.",винный туризм;религия
"Просто хочу поездку с дегустации, а остальное — как получится.",дегустации;животные
"Посоветуйте место, где есть походы, а вечером — религия.",походы;религия;спорт
"Интересует маршрут с культура и спорт, но без спешки.",культура;спорт;шопинг
"Ищу необычный маршрут: хочется и винный туризм, и немного природа.",винный туризм;природа
"Подскажите город с пляж, шопинг, и чтобы вкусно поесть.",пляж;шопинг
"Маршрут, включающий музей, фотография,  — реально?",музей;фотография
"Просто хочу поездку с культура, а остальное — как получится.",культура;религия
"Просто хочу поездку с походы, а остальное — как получится.",походы
"Хочу поездку, чтобы отдохнуть и посмотреть на активность, может быть, ещё искусство.",активность;искусство
Планирую отпуск с уклоном в парк и обязательно с .,парк
Где в Европе можно насладиться винный туризм и посетить музыка?,винный туризм;музыка
"Мне нужно всё сразу: и еда, и искусство, и .",еда;искусство
"Посоветуйте место, где есть походы, а вечером — спорт.",походы;спорт
"Меня интересуют активность, искусство и что-то связанное с музей.",активность;искусство;музей
Где можно насладиться винный туризм и заодно заняться история?,винный туризм;история;ночная жизнь
"Тур по Европе, главное — животные, но и походы не помешает.",животные;походы;шопинг
"Интересуют винный туризм, искусство, ну и конечно культура.",винный туризм;искусство;культура
"Куда поехать летом, чтобы были дегустации, природа и даже немного ?",дегустации;природа
"Ищу необычный маршрут: хочется и музыка, и немного парк.",музыка;парк;природа
"Планирую тур с пляж, вкусной релакс и атмосферой шопинг.",пляж;релакс;шопинг
"Тур по Европе, главное — активность, но и  не помешает.",активность
"Хочу в путешествии увидеть архитектура, попробовать еда, а может и музей.",архитектура;еда;музей
"Интересуют активность, еда, ну и конечно музей.",активность;еда;музей
Планирую отпуск с уклоном в винный туризм и обязательно с искусство.,винный туризм;искусство
"Интересуют винный туризм, дегустации, ну и конечно .",винный туризм;дегустации
"Ищу необычный маршрут: хочется и животные, и немного пляж.",животные;пляж;шопинг
"Хочу в путешествии увидеть еда, попробовать искусство, а может и ночная жизнь.",еда;искусство;ночная жизнь
"Интересует маршрут с искусство и религия, но без спешки.",искусство;религия
Ищу место для фото с история и прогулками в походы.,история;походы
"Маршрут, включающий музей, пляж,  — реально?",музей;пляж
"Хочу отдых, где можно совместить культура, шопинг и хорошее настроение.",культура;шопинг
"Хочу поездку, чтобы отдохнуть и посмотреть на винный туризм, может быть, ещё еда.",винный туризм;еда
"Тур по Европе, главное — активность, но и природа не помешает.",активность;природа
"Маршрут, включающий животные, пляж,  — реально?",животные;пляж
Ищу место для фото с релакс и прогулками в фотография.,релакс;фотография
"Куда поехать летом, чтобы были архитектура, шопинг и даже немного ?",архитектура;шопинг
"Хочу поездку, чтобы отдохнуть и посмотреть на музей, может быть, ещё пляж.",музей;пляж;походы
"Просто хочу поездку с еда, а остальное — как получится.",еда;ночная жизнь
"Ищу необычный маршрут: хочется и музыка, и немного природа.",музыка;природа
"Маршрут, включающий искусство, культура, природа — реально?",искусство;культура;природа
Где в Европе можно насладиться походы и посетить ?,походы
"Ищу необычный маршрут: хочется и музей, и немного фотография.",музей;фотография;шопинг
"Ищу необычный маршрут: хочется и спорт, и немного фотография.",спорт;фотография
"Подскажите город с парк, природа, и чтобы вкусно поесть.",парк;природа;шопинг
Планирую отпуск с уклоном в музей и обязательно с релакс.,музей;релакс
Где в Европе можно насладиться еда и посетить ?,еда
"Подскажите город с активность, религия, и чтобы вкусно поесть.",активность;религия
Где можно насладиться искусство и заодно заняться ?,искусство
"Куда поехать летом, чтобы были история, музыка и даже немного ?",история;музыка
"Тур по Европе, главное — животные, но и парк не помешает.",животные;парк;пляж
"Меня интересуют архитектура, походы и что-то связанное с .",архитектура;походы
"Куда поехать летом, чтобы были винный туризм, искусство и даже немного религия?",винный туризм;искусство;религия
Где можно насладиться дегустации и заодно заняться музей?,дегустации;музей
"Интересуют активность, культура, ну и конечно .",активность;культура
Где можно насладиться искусство и заодно заняться спорт?,искусство;спорт
"Мне нужно всё сразу: и еда, и , и .",еда
"Меня интересуют дегустации, музей и что-то связанное с шопинг.",дегустации;музей;шопинг
Что порекомендуете для любителя природа и религия?,природа;религия
"Хочу поездку, чтобы отдохнуть и посмотреть на дегустации, может быть, ещё ночная жизнь.",дегустации;ночная жизнь
"Планирую тур с походы, вкусной спорт и атмосферой .",походы;спорт
"Маршрут, включающий походы, ,  — реально?",походы
Где можно насладиться дегустации и заодно заняться походы?,дегустации;походы
"Ищу необычный маршрут: хочется и дегустации, и немного еда.",дегустации;еда;религия
"Просто хочу поездку с винный туризм, а остальное — как получится.",винный туризм;дегустации;религия
"Мне нужно всё сразу: и музыка, и , и .",музыка
"Куда поехать летом, чтобы были животные, ночная жизнь и даже немного шопинг?",животные;ночная жизнь;шопинг
"Интересуют музыка, парк, ну и конечно .",музыка;парк
"Хочу отдых, где можно совместить история, культура и хорошее настроение.",история;культура;музыка
"Интересуют архитектура, фотография, ну и конечно шопинг.",архитектура;фотография;шопинг
"Посоветуйте место, где есть спорт, а вечером — .",спорт
"Подскажите город с походы, , и чтобы вкусно поесть.",походы
Ищу место для фото с архитектура и прогулками в .,архитектура
"Просто хочу поездку с дегустации, а остальное — как получится.",дегустации;пляж
Ищу место для фото с культура и прогулками в музей.,культура;музей
Где можно насладиться активность и заодно заняться религия?,активность;религия;шопинг
"Подскажите город с еда, музыка, и чтобы вкусно поесть.",еда;музыка;фотография
"Интересуют еда, религия, ну и конечно .",еда;религия
Где в Европе можно насладиться дегустации и посетить еда?,дегустации;еда
"Меня интересуют активность, музей и что-то связанное с .",активность;музей
"Подскажите город с музей, релакс, и чтобы вкусно поесть.",музей;релакс;религия
"Подскажите город с пляж, , и чтобы вкусно поесть.",пляж
"Интересует маршрут с спорт и , но без спешки.",спорт
"Подскажите город с музей, , и чтобы вкусно поесть.",музей
"Меня интересуют культура, ночная жизнь и что-то связанное с .",культура;ночная жизнь
"Ищу необычный маршрут: хочется и искусство, и немного пляж.",искусство;пляж;фотография
"Интересуют пляж, , ну и конечно .",пляж
"Хочу отдых, где можно совместить архитектура, культура и хорошее настроение.",архитектура;культура
"Хочу поездку, чтобы отдохнуть и посмотреть на искусство, может быть, ещё история.",искусство;история;спорт
"Хочу в путешествии увидеть еда, попробовать спорт, а может и .",еда;спорт
"Хочу в путешествии увидеть музей, попробовать походы, а может и .",музей;походы
"Меня интересуют музыка, фотография и что-то связанное с .",музыка;фотография
Ищу место для фото с музей и прогулками в религия.,музей;религия;фотография
Что порекомендуете для любителя ночная жизнь и ?,ночная жизнь
"Мне нужно всё сразу: и парк, и религия, и фотография.",парк;религия;фотография
"Мне нужно всё сразу: и животные, и шопинг, и .",животные;шопинг
"Планирую тур с культура, вкусной спорт и атмосферой фотография.",культура;спорт;фотография
"Куда поехать летом, чтобы были животные, культура и даже немного ?",животные;культура
"Посоветуйте место, где есть релакс, а вечером — .",релакс
"Куда поехать летом, чтобы были музей, шопинг и даже немного ?",музей;шопинг
"Посоветуйте место, где есть винный туризм, а вечером — ночная жизнь.",винный туризм;ночная жизнь
Ищу место для фото с активность и прогулками в еда.,активность;еда;спорт
"Ищу необычный маршрут: хочется и культура, и немного музыка.",культура;музыка;ночная жизнь
"Хочу поездку, чтобы отдохнуть и посмотреть на активность, может быть, ещё еда.",активность;еда;музыка
"Ищу необычный маршрут: хочется и история, и немного ночная жизнь.",история;ночная жизнь;релакс
Ищу место для фото с релакс и прогулками в .,релакс
"Хочу в путешествии увидеть дегустации, попробовать искусство, а может и история.",дегустации;искусство;история
Ищу место для фото с дегустации и прогулками в культура.,дегустации;культура;шопинг
"Интересует маршрут с еда и походы, но без спешки.",еда;походы
"Планирую тур с активность, вкусной животные и атмосферой релакс.",активность;животные;релакс
"Хочу в путешествии увидеть ночная жизнь, попробовать , а может и .",ночная жизнь
Где в Европе можно насладиться архитектура и посетить винный туризм?,архитектура;винный туризм
"Посоветуйте место, где есть пляж, а вечером — религия.",пляж;религия
"Хочу в путешествии увидеть искусство, попробовать культура, а может и .",искусство;культура
"Планирую тур с искусство, вкусной ночная жизнь и атмосферой .",искусство;ночная жизнь
"Тур по Европе, главное — винный туризм, но и релакс не помешает.",винный туризм;релакс
"Планирую тур с история, вкусной ночная жизнь и атмосферой парк.",история;ночная жизнь;парк
Где в Европе можно насладиться еда и посетить искусство?,еда;искусство
"Подскажите город с еда, музыка, и чтобы вкусно поесть.",еда;музыка;шопинг
Планирую отпуск с уклоном в дегустации и обязательно с парк.,дегустации;парк;природа
"Хочу в путешествии увидеть релакс, попробовать , а может и .",релакс
Ищу место для фото с культура и прогулками в пляж.,культура;пляж
"Интересуют животные, культура, ну и конечно .",животные;культура
"Куда поехать летом, чтобы были ночная жизнь, религия и даже немного ?",ночная жизнь;религия
"Посоветуйте место, где есть парк, а вечером — .",парк
"Планирую тур с ночная жизнь, вкусной походы и атмосферой .",ночная жизнь;походы
"Маршрут, включающий ночная жизнь, парк, спорт — реально?",ночная жизнь;парк;спорт
Где в Европе можно насладиться искусство и посетить ?,искусство
"Подскажите город с дегустации, искусство, и чтобы вкусно поесть.",дегустации;искусство
Ищу место для фото с музыка и прогулками в релакс.,музыка;релакс;фотография
Что порекомендуете для любителя культура и музей?,культура;музей;спорт
"Мне нужно всё сразу: и музыка, и природа, и .",музыка;природа
Планирую отпуск с уклоном в музей и обязательно с природа.,музей;природа
Ищу место для фото с музыка и прогулками в .,музыка
"Хочу в путешествии увидеть дегустации, попробовать музей, а может и .",дегустации;музей
Ищу место для фото с природа и прогулками в фотография.,природа;фотография
"Тур по Европе, главное — дегустации, но и музей не помешает.",дегустации;музей;парк
"Ищу необычный маршрут: хочется и музей, и немного .",музей
"Маршрут, включающий история, парк,  — реально?",история;парк
"Мне нужно всё сразу: и фотография, и , и .",фотография
"Маршрут, включающий парк, походы, спорт — реально?",парк;походы;спорт
Что порекомендуете для любителя активность и пляж?,активность;пляж;природа
"Подскажите город с дегустации, история, и чтобы вкусно поесть.",дегустации;история;походы
Где можно насладиться еда и заодно заняться музей?,еда;музей
Ищу место для фото с еда и прогулками в искусство.,еда;искусство;музыка
"Тур по Европе, главное — релакс, но и спорт не помешает.",релакс;спорт
Планирую отпуск с уклоном в походы и обязательно с релакс.,походы;релакс
